year,season,month,site,treatment,plot_id,individual_nr,leaf_id,id,functional_group,family,taxon,trait,value,burn_year,elevation,latitude,longitude,course
2018,wet_season,March,QUE,B,3,5,NA,DAV4239,Graminoid,Cyperaceae,Carex boliviensis,plant_height_cm,7,2005,3890,-13.214201,-71.619384,PFTC3
2018,wet_season,March,QUE,B,3,5,NA,DAV4239,Graminoid,Cyperaceae,Carex boliviensis,wet_mass_g,0.025,2005,3890,-13.214201,-71.619384,PFTC3
2018,wet_season,March,QUE,B,3,5,NA,DAV4239,Graminoid,Cyperaceae,Carex boliviensis,dry_mass_g,0.01,2005,3890,-13.214201,-71.619384,PFTC3
2018,wet_season,March,QUE,B,3,5,NA,DAV4239,Graminoid,Cyperaceae,Carex boliviensis,leaf_area_cm2,1.212,2005,3890,-13.214201,-71.619384,PFTC3
2018,wet_season,March,QUE,B,3,5,NA,DAV4239,Graminoid,Cyperaceae,Carex boliviensis,sla_cm2_g,48.48,2005,3890,-13.214201,-71.619384,PFTC3
2018,wet_season,March,QUE,B,3,5,NA,DAV4239,Graminoid,Cyperaceae,Carex boliviensis,ldmc,0.39999999999999997,2005,3890,-13.214201,-71.619384,PFTC3
2018,wet_season,March,QUE,B,3,5,NA,DAV4239,Graminoid,Cyperaceae,Carex boliviensis,leaf_thickness_mm,0.197,2005,3890,-13.214201,-71.619384,PFTC3
2018,wet_season,March,TRE,C,2,3,NA,CCE2112,Woody,Hypericaceae,Hypericum andinum,plant_height_cm,49,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,3,NA,CCE2112,Woody,Hypericaceae,Hypericum andinum,wet_mass_g,3.5e-4,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,3,NA,CCE2112,Woody,Hypericaceae,Hypericum andinum,dry_mass_g,2.5e-4,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,3,NA,CCE2112,Woody,Hypericaceae,Hypericum andinum,leaf_area_cm2,0.027750000000000004,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,3,NA,CCE2112,Woody,Hypericaceae,Hypericum andinum,sla_cm2_g,79.28571428571429,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,3,NA,CCE2112,Woody,Hypericaceae,Hypericum andinum,ldmc,0.7142857142857143,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,3,NA,CCE2112,Woody,Hypericaceae,Hypericum andinum,leaf_thickness_mm,0.07250000000000001,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,QUE,B,1,1,NA,CGG3537,Graminoid,Cyperaceae,Carex boliviensis,plant_height_cm,10,2005,3882.9,-13.213786,-71.619294,PFTC3
2018,wet_season,March,QUE,B,1,1,NA,CGG3537,Graminoid,Cyperaceae,Carex boliviensis,wet_mass_g,0.02,2005,3882.9,-13.213786,-71.619294,PFTC3
2018,wet_season,March,QUE,B,1,1,NA,CGG3537,Graminoid,Cyperaceae,Carex boliviensis,dry_mass_g,0.013,2005,3882.9,-13.213786,-71.619294,PFTC3
2018,wet_season,March,QUE,B,1,1,NA,CGG3537,Graminoid,Cyperaceae,Carex boliviensis,leaf_area_cm2,1.661,2005,3882.9,-13.213786,-71.619294,PFTC3
2018,wet_season,March,QUE,B,1,1,NA,CGG3537,Graminoid,Cyperaceae,Carex boliviensis,sla_cm2_g,83.05,2005,3882.9,-13.213786,-71.619294,PFTC3
2018,wet_season,March,QUE,B,1,1,NA,CGG3537,Graminoid,Cyperaceae,Carex boliviensis,ldmc,0.6499999999999999,2005,3882.9,-13.213786,-71.619294,PFTC3
2018,wet_season,March,QUE,B,1,1,NA,CGG3537,Graminoid,Cyperaceae,Carex boliviensis,leaf_thickness_mm,0.15533333333333332,2005,3882.9,-13.213786,-71.619294,PFTC3
2018,wet_season,March,QUE,B,1,3,NA,CDU8518,Graminoid,Poaceae,Polypogon sp,plant_height_cm,3,2005,3882.9,-13.213786,-71.619294,PFTC3
2018,wet_season,March,QUE,B,1,3,NA,CDU8518,Graminoid,Poaceae,Polypogon sp,wet_mass_g,0.0015,2005,3882.9,-13.213786,-71.619294,PFTC3
2018,wet_season,March,QUE,B,1,3,NA,CDU8518,Graminoid,Poaceae,Polypogon sp,dry_mass_g,6.000000000000001e-4,2005,3882.9,-13.213786,-71.619294,PFTC3
2018,wet_season,March,QUE,B,1,3,NA,CDU8518,Graminoid,Poaceae,Polypogon sp,leaf_area_cm2,0.0669,2005,3882.9,-13.213786,-71.619294,PFTC3
2018,wet_season,March,QUE,B,1,3,NA,CDU8518,Graminoid,Poaceae,Polypogon sp,sla_cm2_g,44.6,2005,3882.9,-13.213786,-71.619294,PFTC3
2018,wet_season,March,QUE,B,1,3,NA,CDU8518,Graminoid,Poaceae,Polypogon sp,ldmc,0.4,2005,3882.9,-13.213786,-71.619294,PFTC3
2018,wet_season,March,QUE,B,1,3,NA,CDU8518,Graminoid,Poaceae,Polypogon sp,leaf_thickness_mm,0.124,2005,3882.9,-13.213786,-71.619294,PFTC3
2018,wet_season,March,QUE,B,5,3,NA,CUF3910,Graminoid,Poaceae,Polypogon sp,plant_height_cm,8,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,3,NA,CUF3910,Graminoid,Poaceae,Polypogon sp,wet_mass_g,0.0033333333333333335,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,3,NA,CUF3910,Graminoid,Poaceae,Polypogon sp,dry_mass_g,0.0016666666666666668,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,3,NA,CUF3910,Graminoid,Poaceae,Polypogon sp,leaf_area_cm2,0.218,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,3,NA,CUF3910,Graminoid,Poaceae,Polypogon sp,sla_cm2_g,65.39999999999999,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,3,NA,CUF3910,Graminoid,Poaceae,Polypogon sp,ldmc,0.5,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,QUE,B,5,3,NA,CUF3910,Graminoid,Poaceae,Polypogon sp,leaf_thickness_mm,0.10433333333333333,2005,3893.1,-13.214258,-71.619377,PFTC3
2018,wet_season,March,TRE,C,5,5,NA,BNT6011,Graminoid,Poaceae,Bromus lanatus,plant_height_cm,9,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,5,5,NA,BNT6011,Graminoid,Poaceae,Bromus lanatus,wet_mass_g,0.064,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,5,5,NA,BNT6011,Graminoid,Poaceae,Bromus lanatus,dry_mass_g,0.0275,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,5,5,NA,BNT6011,Graminoid,Poaceae,Bromus lanatus,leaf_area_cm2,3.5175,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,5,5,NA,BNT6011,Graminoid,Poaceae,Bromus lanatus,sla_cm2_g,54.9609375,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,5,5,NA,BNT6011,Graminoid,Poaceae,Bromus lanatus,ldmc,0.4296875,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,5,5,NA,BNT6011,Graminoid,Poaceae,Bromus lanatus,leaf_thickness_mm,0.20633333333333334,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,2,1,NA,CCG1447,Woody,Hypericaceae,Hypericum andinum,plant_height_cm,45,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,1,NA,CCG1447,Woody,Hypericaceae,Hypericum andinum,wet_mass_g,1.0526315789473685e-4,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,1,NA,CCG1447,Woody,Hypericaceae,Hypericum andinum,leaf_area_cm2,0.021052631578947368,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,1,NA,CCG1447,Woody,Hypericaceae,Hypericum andinum,sla_cm2_g,199.99999999999997,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,1,NA,CCG1447,Woody,Hypericaceae,Hypericum andinum,leaf_thickness_mm,0.0815,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,4,NA,CJZ1111,Graminoid,Poaceae,Festuca dolichophylla,plant_height_cm,59,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,4,NA,CJZ1111,Graminoid,Poaceae,Festuca dolichophylla,wet_mass_g,0.11,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,4,NA,CJZ1111,Graminoid,Poaceae,Festuca dolichophylla,dry_mass_g,0.0475,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,4,NA,CJZ1111,Graminoid,Poaceae,Festuca dolichophylla,leaf_area_cm2,2.39925,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,4,NA,CJZ1111,Graminoid,Poaceae,Festuca dolichophylla,sla_cm2_g,21.811363636363634,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,4,NA,CJZ1111,Graminoid,Poaceae,Festuca dolichophylla,ldmc,0.4318181818181818,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,4,NA,CJZ1111,Graminoid,Poaceae,Festuca dolichophylla,leaf_thickness_mm,0.6013333333333334,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,5,2,NA,BOK0761,Graminoid,Cyperaceae,Trichophorum rigidum,plant_height_cm,45,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,5,2,NA,BOK0761,Graminoid,Cyperaceae,Trichophorum rigidum,wet_mass_g,0.011333333333333334,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,5,2,NA,BOK0761,Graminoid,Cyperaceae,Trichophorum rigidum,dry_mass_g,0.006666666666666667,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,5,2,NA,BOK0761,Graminoid,Cyperaceae,Trichophorum rigidum,leaf_area_cm2,0.4613333333333333,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,5,2,NA,BOK0761,Graminoid,Cyperaceae,Trichophorum rigidum,sla_cm2_g,40.705882352941174,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,5,2,NA,BOK0761,Graminoid,Cyperaceae,Trichophorum rigidum,ldmc,0.5882352941176471,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,5,2,NA,BOK0761,Graminoid,Cyperaceae,Trichophorum rigidum,leaf_thickness_mm,0.3803333333333333,NA,3714.6,-13.119707,-71.62093,PFTC3
2018,wet_season,March,TRE,C,3,3,NA,CLM9015,Graminoid,Cyperaceae,Carex pygmaea,plant_height_cm,7,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,3,NA,CLM9015,Graminoid,Cyperaceae,Carex pygmaea,wet_mass_g,0.0275,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,3,NA,CLM9015,Graminoid,Cyperaceae,Carex pygmaea,dry_mass_g,0.012,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,3,NA,CLM9015,Graminoid,Cyperaceae,Carex pygmaea,leaf_area_cm2,1.42,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,3,NA,CLM9015,Graminoid,Cyperaceae,Carex pygmaea,sla_cm2_g,51.63636363636363,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,3,NA,CLM9015,Graminoid,Cyperaceae,Carex pygmaea,ldmc,0.4363636363636364,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,3,NA,CLM9015,Graminoid,Cyperaceae,Carex pygmaea,leaf_thickness_mm,0.16,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,2,NA,CHO7614,Forb,Asteraceae,Oreithales integrifolia,plant_height_cm,17,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,2,NA,CHO7614,Forb,Asteraceae,Oreithales integrifolia,wet_mass_g,0.451,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,2,NA,CHO7614,Forb,Asteraceae,Oreithales integrifolia,dry_mass_g,0.085,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,2,NA,CHO7614,Forb,Asteraceae,Oreithales integrifolia,leaf_area_cm2,10.389,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,2,NA,CHO7614,Forb,Asteraceae,Oreithales integrifolia,sla_cm2_g,23.035476718403547,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,2,NA,CHO7614,Forb,Asteraceae,Oreithales integrifolia,ldmc,0.188470066518847,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,2,NA,CHO7614,Forb,Asteraceae,Oreithales integrifolia,leaf_thickness_mm,0.264,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,3,NA,CWQ0567,Forb,Gentianaceae,Halenia umbellata,plant_height_cm,12,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,3,NA,CWQ0567,Forb,Gentianaceae,Halenia umbellata,wet_mass_g,0.043,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,3,NA,CWQ0567,Forb,Gentianaceae,Halenia umbellata,dry_mass_g,0.009,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,3,NA,CWQ0567,Forb,Gentianaceae,Halenia umbellata,leaf_area_cm2,1.683,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,3,NA,CWQ0567,Forb,Gentianaceae,Halenia umbellata,sla_cm2_g,39.139534883720934,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,3,NA,CWQ0567,Forb,Gentianaceae,Halenia umbellata,ldmc,0.20930232558139536,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,3,NA,CWQ0567,Forb,Gentianaceae,Halenia umbellata,leaf_thickness_mm,0.24966666666666668,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,1,4,NA,CIN3158,Graminoid,Cyperaceae,Rhynchospora macrochaeta,plant_height_cm,44,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,4,NA,CIN3158,Graminoid,Cyperaceae,Rhynchospora macrochaeta,wet_mass_g,0.09333333333333334,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,4,NA,CIN3158,Graminoid,Cyperaceae,Rhynchospora macrochaeta,dry_mass_g,0.04699999999999999,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,4,NA,CIN3158,Graminoid,Cyperaceae,Rhynchospora macrochaeta,leaf_area_cm2,3.6513333333333335,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,4,NA,CIN3158,Graminoid,Cyperaceae,Rhynchospora macrochaeta,sla_cm2_g,39.121428571428574,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,4,NA,CIN3158,Graminoid,Cyperaceae,Rhynchospora macrochaeta,ldmc,0.5035714285714284,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,4,NA,CIN3158,Graminoid,Cyperaceae,Rhynchospora macrochaeta,leaf_thickness_mm,0.26266666666666666,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,2,1,NA,CHD9630,Forb,Asteraceae,Oritrophium hieracioides,wet_mass_g,0.37,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,1,NA,CHD9630,Forb,Asteraceae,Oritrophium hieracioides,dry_mass_g,0.081,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,1,NA,CHD9630,Forb,Asteraceae,Oritrophium hieracioides,leaf_area_cm2,12.888,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,1,NA,CHD9630,Forb,Asteraceae,Oritrophium hieracioides,sla_cm2_g,34.832432432432434,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,1,NA,CHD9630,Forb,Asteraceae,Oritrophium hieracioides,ldmc,0.21891891891891893,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,1,NA,CHD9630,Forb,Asteraceae,Oritrophium hieracioides,leaf_thickness_mm,0.26666666666666666,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,3,3,NA,CHN7653,Forb,Asteraceae,Oreithales integrifolia,plant_height_cm,7,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,3,NA,CHN7653,Forb,Asteraceae,Oreithales integrifolia,wet_mass_g,0.17,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,3,NA,CHN7653,Forb,Asteraceae,Oreithales integrifolia,dry_mass_g,0.034,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,3,NA,CHN7653,Forb,Asteraceae,Oreithales integrifolia,leaf_area_cm2,3.518,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,3,NA,CHN7653,Forb,Asteraceae,Oreithales integrifolia,sla_cm2_g,20.69411764705882,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,3,NA,CHN7653,Forb,Asteraceae,Oreithales integrifolia,ldmc,0.2,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,3,NA,CHN7653,Forb,Asteraceae,Oreithales integrifolia,leaf_thickness_mm,0.23166666666666666,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,4,NA,CHZ2079,Forb,Asteraceae,Oreithales integrifolia,plant_height_cm,8,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,4,NA,CHZ2079,Forb,Asteraceae,Oreithales integrifolia,wet_mass_g,0.2,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,4,NA,CHZ2079,Forb,Asteraceae,Oreithales integrifolia,dry_mass_g,0.033,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,4,NA,CHZ2079,Forb,Asteraceae,Oreithales integrifolia,leaf_area_cm2,3.063,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,4,NA,CHZ2079,Forb,Asteraceae,Oreithales integrifolia,sla_cm2_g,15.315,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,4,NA,CHZ2079,Forb,Asteraceae,Oreithales integrifolia,ldmc,0.165,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,4,NA,CHZ2079,Forb,Asteraceae,Oreithales integrifolia,leaf_thickness_mm,0.32033333333333336,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,2,1,NA,CQZ9518,Forb,Asteraceae,Oreithales integrifolia,plant_height_cm,7,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,1,NA,CQZ9518,Forb,Asteraceae,Oreithales integrifolia,wet_mass_g,0.14,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,1,NA,CQZ9518,Forb,Asteraceae,Oreithales integrifolia,dry_mass_g,0.039,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,1,NA,CQZ9518,Forb,Asteraceae,Oreithales integrifolia,leaf_area_cm2,4.179,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,1,NA,CQZ9518,Forb,Asteraceae,Oreithales integrifolia,sla_cm2_g,29.849999999999998,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,1,NA,CQZ9518,Forb,Asteraceae,Oreithales integrifolia,ldmc,0.2785714285714285,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,2,1,NA,CQZ9518,Forb,Asteraceae,Oreithales integrifolia,leaf_thickness_mm,0.28733333333333333,NA,3714.8,-13.119733,-71.62081,PFTC3
2018,wet_season,March,TRE,C,3,5,NA,CHY3927,Forb,Asteraceae,Oreithales integrifolia,plant_height_cm,3,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,5,NA,CHY3927,Forb,Asteraceae,Oreithales integrifolia,wet_mass_g,0.105,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,5,NA,CHY3927,Forb,Asteraceae,Oreithales integrifolia,dry_mass_g,0.02,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,5,NA,CHY3927,Forb,Asteraceae,Oreithales integrifolia,leaf_area_cm2,2.2225,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,5,NA,CHY3927,Forb,Asteraceae,Oreithales integrifolia,sla_cm2_g,21.166666666666668,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,5,NA,CHY3927,Forb,Asteraceae,Oreithales integrifolia,ldmc,0.1904761904761905,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,5,NA,CHY3927,Forb,Asteraceae,Oreithales integrifolia,leaf_thickness_mm,0.19866666666666666,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,1,NA,CCH6525,Forb,Asteraceae,Oreithales integrifolia,plant_height_cm,13,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,1,NA,CCH6525,Forb,Asteraceae,Oreithales integrifolia,wet_mass_g,0.31,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,1,NA,CCH6525,Forb,Asteraceae,Oreithales integrifolia,dry_mass_g,0.0555,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,1,NA,CCH6525,Forb,Asteraceae,Oreithales integrifolia,leaf_area_cm2,4.7245,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,1,NA,CCH6525,Forb,Asteraceae,Oreithales integrifolia,sla_cm2_g,15.240322580645161,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,1,NA,CCH6525,Forb,Asteraceae,Oreithales integrifolia,ldmc,0.17903225806451614,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,3,1,NA,CCH6525,Forb,Asteraceae,Oreithales integrifolia,leaf_thickness_mm,0.244,NA,3714.7,-13.119713,-71.620874,PFTC3
2018,wet_season,March,TRE,C,1,3,NA,CIL9198,Graminoid,Cyperaceae,Carex pichinchensis,plant_height_cm,34,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,3,NA,CIL9198,Graminoid,Cyperaceae,Carex pichinchensis,wet_mass_g,0.072,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,3,NA,CIL9198,Graminoid,Cyperaceae,Carex pichinchensis,dry_mass_g,0.033,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,3,NA,CIL9198,Graminoid,Cyperaceae,Carex pichinchensis,leaf_area_cm2,2.9652000000000003,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,3,NA,CIL9198,Graminoid,Cyperaceae,Carex pichinchensis,sla_cm2_g,41.18333333333334,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,3,NA,CIL9198,Graminoid,Cyperaceae,Carex pichinchensis,ldmc,0.45833333333333337,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,3,NA,CIL9198,Graminoid,Cyperaceae,Carex pichinchensis,leaf_thickness_mm,0.37,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,4,NA,CIK6838,Graminoid,Cyperaceae,Carex pichinchensis,plant_height_cm,44,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,4,NA,CIK6838,Graminoid,Cyperaceae,Carex pichinchensis,wet_mass_g,0.18,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,4,NA,CIK6838,Graminoid,Cyperaceae,Carex pichinchensis,dry_mass_g,0.0925,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,4,NA,CIK6838,Graminoid,Cyperaceae,Carex pichinchensis,leaf_area_cm2,7.465,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,4,NA,CIK6838,Graminoid,Cyperaceae,Carex pichinchensis,sla_cm2_g,41.47222222222222,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,4,NA,CIK6838,Graminoid,Cyperaceae,Carex pichinchensis,ldmc,0.513888888888889,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,4,NA,CIK6838,Graminoid,Cyperaceae,Carex pichinchensis,leaf_thickness_mm,0.347,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,2,NA,CIR2137,Graminoid,Cyperaceae,Carex pichinchensis,plant_height_cm,35,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,2,NA,CIR2137,Graminoid,Cyperaceae,Carex pichinchensis,wet_mass_g,0.09999999999999999,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,2,NA,CIR2137,Graminoid,Cyperaceae,Carex pichinchensis,dry_mass_g,0.04133333333333333,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,2,NA,CIR2137,Graminoid,Cyperaceae,Carex pichinchensis,leaf_area_cm2,4.739,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,2,NA,CIR2137,Graminoid,Cyperaceae,Carex pichinchensis,sla_cm2_g,47.39,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,2,NA,CIR2137,Graminoid,Cyperaceae,Carex pichinchensis,ldmc,0.4133333333333334,NA,3714.3,-13.119746,-71.620771,PFTC3
2018,wet_season,March,TRE,C,1,2,NA,CIR2137,Graminoid,Cyperaceae,Carex pichinchensis,leaf_thickness_mm,0.3616666666666667,NA,3714.3,-13.119746,-71.620771,PFTC3
