"","country","project","course","id","year","month","date","gradient","site","treatment","plot_id","functional_group","family","taxon","genus","species","individual_nr","trait","value","flag","burn_year","latitude","longitude","elevation"
"1","PE",TRUE,"PFTC5","ADY1845",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,"sla_cm2_g",84.3844492440605,NA,NA,-13.176034,-71.628828,3487.4
"2","PE",TRUE,"PFTC5","ADZ3452",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"sla_cm2_g",133.806451612903,NA,NA,-13.176252,-71.628819,3492.4
"3","PE",TRUE,"PFTC5","AEO9502",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,"leaf_area_cm2",5.404,NA,NA,-13.176252,-71.628819,3492.4
"4","PE",TRUE,"PFTC5","AAE4190",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"dry_mass_g",0.0373,NA,NA,-13.176252,-71.628819,3492.4
"5","PE",TRUE,"PFTC5","AEP3671",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,"wet_mass_g",0.137,NA,NA,-13.176252,-71.628819,3492.4
"6","PE",TRUE,"PFTC5","AUZ0851",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"plant_height_cm",7,NA,NA,-13.176252,-71.628819,3492.4
"7","PE",TRUE,"PFTC5","AUZ0851",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"leaf_thickness_mm",0.292,NA,NA,-13.176252,-71.628819,3492.4
"8","PE",TRUE,"PFTC5","AEC5667",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,"sla_cm2_g",160.512820512821,NA,NA,-13.1761,-71.628834,3487.7
"9","PE",TRUE,"PFTC5","AVU1713",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,"sla_cm2_g",80.5860805860806,NA,NA,-13.1761,-71.628834,3487.7
"10","PE",TRUE,"PFTC5","ATO7404",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,"dry_mass_g",0.0178,NA,NA,-13.176195,-71.628844,3490
"11","PE",TRUE,"PFTC5","AUF2369",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,"wet_mass_g",0.085,NA,NA,-13.176195,-71.628844,3490
"12","PE",TRUE,"PFTC5","ATK1879",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,"plant_height_cm",9.5,NA,NA,-13.176195,-71.628844,3490
"13","PE",TRUE,"PFTC5","ATK1879",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,"leaf_thickness_mm",0.259,NA,NA,-13.176195,-71.628844,3490
"14","PE",TRUE,"PFTC5","ADJ9799",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"plant_height_cm",6.5,NA,NA,-13.1761,-71.628834,3487.7
"15","PE",TRUE,"PFTC5","ADJ9799",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"leaf_thickness_mm",0.2705,NA,NA,-13.1761,-71.628834,3487.7
"16","PE",TRUE,"PFTC5","AES2395",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",3,"ldmc",0.27843137254902,NA,NA,-13.176252,-71.628819,3492.4
"17","PE",TRUE,"PFTC5","AVV3560",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,"sla_cm2_g",74.295010845987,NA,NA,-13.1761,-71.628834,3487.7
"18","PE",TRUE,"PFTC5","ADI7562",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"leaf_area_cm2",4.051,NA,NA,-13.1761,-71.628834,3487.7
"19","PE",TRUE,"PFTC5","AUB2849",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,"wet_mass_g",0.066,NA,NA,-13.176134,-71.628834,3489
"20","PE",TRUE,"PFTC5","AEV1251",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,"plant_height_cm",18,NA,NA,-13.176195,-71.628844,3490
"21","PE",TRUE,"PFTC5","AEV1251",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,"leaf_thickness_mm",0.218,NA,NA,-13.176195,-71.628844,3490
"22","PE",TRUE,"PFTC5","ATX9292",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,"ldmc",0.242857142857143,NA,NA,-13.176034,-71.628828,3487.4
"23","PE",TRUE,"PFTC5","ATJ5219",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,"sla_cm2_g",110.168067226891,NA,NA,-13.176034,-71.628828,3487.4
"24","PE",TRUE,"PFTC5","AAH3401",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,"leaf_area_cm2",1.219,NA,NA,-13.176034,-71.628828,3487.4
"25","PE",TRUE,"PFTC5","ATS6341",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,"dry_mass_g",0.0159,NA,NA,-13.176195,-71.628844,3490
"26","PE",TRUE,"PFTC5","AVA2500",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"dry_mass_g",0.0433,NA,NA,-13.176252,-71.628819,3492.4
"27","PE",TRUE,"PFTC5","ABG6775",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,"plant_height_cm",9.6,NA,NA,-13.176134,-71.628834,3489
"28","PE",TRUE,"PFTC5","ABG6775",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,"leaf_thickness_mm",0.209666666666667,NA,NA,-13.176134,-71.628834,3489
"29","PE",TRUE,"PFTC5","ACE7565",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,"ldmc",0.263461538461538,NA,NA,-13.176134,-71.628834,3489
"30","PE",TRUE,"PFTC5","ADP7756",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,"sla_cm2_g",115.574468085106,NA,NA,-13.176034,-71.628828,3487.4
"31","PE",TRUE,"PFTC5","ABK6774",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,"leaf_area_cm2",2.461,NA,NA,-13.176034,-71.628828,3487.4
"32","PE",TRUE,"PFTC5","AVM7408",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,"dry_mass_g",0.0156,NA,NA,-13.176252,-71.628819,3492.4
"33","PE",TRUE,"PFTC5","AVO3151",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,"wet_mass_g",0.061,NA,NA,-13.176252,-71.628819,3492.4
"34","PE",TRUE,"PFTC5","ABI2402",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,"plant_height_cm",9.6,NA,NA,-13.176134,-71.628834,3489
"35","PE",TRUE,"PFTC5","ABI2402",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,"leaf_thickness_mm",0.211666666666667,NA,NA,-13.176134,-71.628834,3489
"36","PE",TRUE,"PFTC5","BIU3645",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",3,"ldmc",0.42089552238806,NA,NA,-13.176195,-71.628844,3490
"37","PE",TRUE,"PFTC5","BIA2849",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",3,"sla_cm2_g",53,NA,NA,-13.176195,-71.628844,3490
"38","PE",TRUE,"PFTC5","BIQ0144",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",1,"leaf_area_cm2",5.24,NA,NA,-13.176134,-71.628834,3489
"39","PE",TRUE,"PFTC5","BIV5629",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",1,"dry_mass_g",0.1092,NA,NA,-13.176134,-71.628834,3489
"40","PE",TRUE,"PFTC5","BHW0704",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",2,"plant_height_cm",4.6,NA,NA,-13.176134,-71.628834,3489
"41","PE",TRUE,"PFTC5","BHW0704",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",2,"leaf_thickness_mm",0.553,NA,NA,-13.176134,-71.628834,3489
"42","PE",TRUE,"PFTC5","ABF2214",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,"dry_mass_g",0.0143,NA,NA,-13.176134,-71.628834,3489
"43","PE",TRUE,"PFTC5","AVR0480",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,"dry_mass_g",0.037,NA,NA,-13.176195,-71.628844,3490
"44","PE",TRUE,"PFTC5","ACY7408",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,"wet_mass_g",0.15,NA,NA,-13.176195,-71.628844,3490
"45","PE",TRUE,"PFTC5","ATI0785",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",3,"plant_height_cm",3,NA,NA,-13.1761,-71.628834,3487.7
"46","PE",TRUE,"PFTC5","ATI0785",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",3,"leaf_thickness_mm",0.2735,NA,NA,-13.1761,-71.628834,3487.7
"47","PE",TRUE,"PFTC5","AED4690",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,"sla_cm2_g",111.909090909091,NA,NA,-13.1761,-71.628834,3487.7
"48","PE",TRUE,"PFTC5","ACB4434",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,"leaf_thickness_mm",0.287,NA,NA,-13.1761,-71.628834,3487.7
"49","PE",TRUE,"PFTC5","AUI4797",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,"plant_height_cm",9,NA,NA,-13.176252,-71.628819,3492.4
"50","PE",TRUE,"PFTC5","AUI4797",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,"leaf_thickness_mm",0.290333333333333,NA,NA,-13.176252,-71.628819,3492.4
"51","PE",TRUE,"PFTC5","AHB7381",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,"sla_cm2_g",191.752577319588,NA,NA,-13.176195,-71.628844,3490
"52","PE",TRUE,"PFTC5","AUK0888",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,"sla_cm2_g",97.5664621676892,NA,NA,-13.176252,-71.628819,3492.4
"53","PE",TRUE,"PFTC5","ADD1710",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,"dry_mass_g",0.0147,NA,NA,-13.176195,-71.628844,3490
"54","PE",TRUE,"PFTC5","AUJ3901",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,"dry_mass_g",0.0554,NA,NA,-13.176252,-71.628819,3492.4
"55","PE",TRUE,"PFTC5","ADG5889",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"plant_height_cm",6.5,NA,NA,-13.1761,-71.628834,3487.7
"56","PE",TRUE,"PFTC5","ADG5889",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"leaf_thickness_mm",0.307,NA,NA,-13.1761,-71.628834,3487.7
"57","PE",TRUE,"PFTC5","ADH8686",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"sla_cm2_g",96.3272727272727,NA,NA,-13.1761,-71.628834,3487.7
"58","PE",TRUE,"PFTC5","AAQ9095",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,"dry_mass_g",0.0089,NA,NA,-13.1761,-71.628834,3487.7
"59","PE",TRUE,"PFTC5","AEH3515",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"dry_mass_g",0.0213,NA,NA,-13.176134,-71.628834,3489
"60","PE",TRUE,"PFTC5","AEG5038",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"wet_mass_g",0.101,NA,NA,-13.176134,-71.628834,3489
"61","PE",TRUE,"PFTC5","AEA4811",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,"ldmc",0.230909090909091,NA,NA,-13.176134,-71.628834,3489
"62","PE",TRUE,"PFTC5","ACV7342",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"ldmc",0.275590551181102,NA,NA,-13.176195,-71.628844,3490
"63","PE",TRUE,"PFTC5","AAK1305",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,"leaf_area_cm2",1.916,NA,NA,-13.176134,-71.628834,3489
"64","PE",TRUE,"PFTC5","ACZ6300",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"leaf_area_cm2",6.333,NA,NA,-13.176195,-71.628844,3490
"65","PE",TRUE,"PFTC5","AVH1607",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",3,"dry_mass_g",0.0284,NA,NA,-13.176134,-71.628834,3489
"66","PE",TRUE,"PFTC5","AUN0427",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"wet_mass_g",0.237,NA,NA,-13.176195,-71.628844,3490
"67","PE",TRUE,"PFTC5","AVK6985",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",3,"plant_height_cm",3.3,NA,NA,-13.176134,-71.628834,3489
"68","PE",TRUE,"PFTC5","AVK6985",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",3,"leaf_thickness_mm",0.311,NA,NA,-13.176134,-71.628834,3489
"69","PE",TRUE,"PFTC5","AVI3231",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",3,"wet_mass_g",0.133,NA,NA,-13.176134,-71.628834,3489
"70","PE",TRUE,"PFTC5","AAO3522",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,"sla_cm2_g",131.768707482993,NA,NA,-13.1761,-71.628834,3487.7
"71","PE",TRUE,"PFTC5","AAP4494",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,"leaf_area_cm2",1.079,NA,NA,-13.1761,-71.628834,3487.7
"72","PE",TRUE,"PFTC5","AET0501",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",3,"leaf_area_cm2",1.934,NA,NA,-13.176252,-71.628819,3492.4
"73","PE",TRUE,"PFTC5","AEU2525",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",3,"dry_mass_g",0.015,NA,NA,-13.176252,-71.628819,3492.4
"74","PE",TRUE,"PFTC5","AAN5188",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,"plant_height_cm",12.6,NA,NA,-13.1761,-71.628834,3487.7
"75","PE",TRUE,"PFTC5","AAN5188",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,"leaf_thickness_mm",0.269333333333333,NA,NA,-13.1761,-71.628834,3487.7
"76","PE",TRUE,"PFTC5","AAZ5543",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,"ldmc",0.313636363636364,NA,NA,-13.1761,-71.628834,3487.7
"77","PE",TRUE,"PFTC5","ABB6047",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,"sla_cm2_g",136.992481203008,NA,NA,-13.1761,-71.628834,3487.7
"78","PE",TRUE,"PFTC5","AEB9826",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,"leaf_area_cm2",1.799,NA,NA,-13.1761,-71.628834,3487.7
"79","PE",TRUE,"PFTC5","AUA6916",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"leaf_area_cm2",4.414,NA,NA,-13.176252,-71.628819,3492.4
"80","PE",TRUE,"PFTC5","ABA6252",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,"plant_height_cm",12.6,NA,NA,-13.1761,-71.628834,3487.7
"81","PE",TRUE,"PFTC5","ABA6252",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,"leaf_thickness_mm",0.224666666666667,NA,NA,-13.1761,-71.628834,3487.7
"82","PE",TRUE,"PFTC5","ACA8496",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,"ldmc",0.298591549295775,NA,NA,-13.1761,-71.628834,3487.7
"83","PE",TRUE,"PFTC5","ADF3723",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,"sla_cm2_g",114.566929133858,NA,NA,-13.176034,-71.628828,3487.4
"84","PE",TRUE,"PFTC5","ATW0117",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,"leaf_area_cm2",1.854,NA,NA,-13.176195,-71.628844,3490
"85","PE",TRUE,"PFTC5","ATN8453",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",3,"leaf_area_cm2",1.834,NA,NA,-13.1761,-71.628834,3487.7
"86","PE",TRUE,"PFTC5","ATH7116",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,"sla_cm2_g",181.534090909091,NA,NA,-13.176134,-71.628834,3489
"87","PE",TRUE,"PFTC5","ADO6855",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,"leaf_area_cm2",5.837,NA,NA,-13.176252,-71.628819,3492.4
"88","PE",TRUE,"PFTC5","ACG5039",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,"plant_height_cm",17,NA,NA,-13.176195,-71.628844,3490
"89","PE",TRUE,"PFTC5","ACG5039",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,"leaf_thickness_mm",0.1,NA,NA,-13.176195,-71.628844,3490
"90","PE",TRUE,"PFTC5","BHK5486",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",3,"sla_cm2_g",45.4007884362681,NA,NA,-13.176134,-71.628834,3489
"91","PE",TRUE,"PFTC5","BHS1020",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",3,"leaf_area_cm2",7.594,NA,NA,-13.176134,-71.628834,3489
"92","PE",TRUE,"PFTC5","BEI1150",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",2,"dry_mass_g",0.1106,NA,NA,-13.176252,-71.628819,3492.4
"93","PE",TRUE,"PFTC5","BFJ2981",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",2,"wet_mass_g",0.239,NA,NA,-13.176252,-71.628819,3492.4
"94","PE",TRUE,"PFTC5","AHY2796",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"ldmc",0.330232558139535,NA,NA,-13.176034,-71.628828,3487.4
"95","PE",TRUE,"PFTC5","BGL1606",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",1,"ldmc",0.48008658008658,NA,NA,-13.176034,-71.628828,3487.4
"96","PE",TRUE,"PFTC5","BGP2526",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",1,"sla_cm2_g",50.75,NA,NA,-13.176034,-71.628828,3487.4
"97","PE",TRUE,"PFTC5","BFN1445",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",1,"leaf_area_cm2",5.829,NA,NA,-13.176034,-71.628828,3487.4
"98","PE",TRUE,"PFTC5","BFR1435",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",1,"dry_mass_g",0.119,NA,NA,-13.176034,-71.628828,3487.4
"99","PE",TRUE,"PFTC5","BJD7505",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",2,"wet_mass_g",0.285,NA,NA,-13.176252,-71.628819,3492.4
"100","PE",TRUE,"PFTC5","AHW9145",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"ldmc",0.325555555555556,NA,NA,-13.176034,-71.628828,3487.4
"101","PE",TRUE,"PFTC5","AHX3240",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"sla_cm2_g",72.3333333333333,NA,NA,-13.176034,-71.628828,3487.4
"102","PE",TRUE,"PFTC5","BHG7419",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",1,"sla_cm2_g",45.56,NA,NA,-13.176252,-71.628819,3492.4
"103","PE",TRUE,"PFTC5","BHT4930",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",1,"leaf_area_cm2",5.895,NA,NA,-13.176252,-71.628819,3492.4
"104","PE",TRUE,"PFTC5","AID0930",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"wet_mass_g",0.061,NA,NA,-13.176034,-71.628828,3487.4
"105","PE",TRUE,"PFTC5","BHL9697",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",1,"wet_mass_g",0.212,NA,NA,-13.176252,-71.628819,3492.4
"106","PE",TRUE,"PFTC5","AFA0140",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,"wet_mass_g",0.03,NA,NA,-13.176134,-71.628834,3489
