"","country","project","course","id","year","month","date","gradient","site","treatment","plot_id","functional_group","family","taxon","genus","species","individual_nr","trait","value","flag","burn_year","latitude","longitude","elevation"
"227","PE",TRUE,"PFTC5","BGB9549",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",2,"dry_mass_g",0.1299,NA,NA,-13.176134,-71.628834,3489
"228","PE",TRUE,"PFTC5","BGA6044",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",2,"wet_mass_g",0.283,NA,NA,-13.176134,-71.628834,3489
"229","PE",TRUE,"PFTC5","BEZ2263",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",1,"plant_height_cm",48,NA,NA,-13.176252,-71.628819,3492.4
"230","PE",TRUE,"PFTC5","BEZ2263",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",1,"leaf_thickness_mm",0.235333333333333,NA,NA,-13.176252,-71.628819,3492.4
"231","PE",TRUE,"PFTC5","BKI1080",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",1,"ldmc",0.434120734908136,NA,NA,-13.176195,-71.628844,3490
"232","PE",TRUE,"PFTC5","BBS0819",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",2,"sla_cm2_g",83.8136324417601,NA,NA,-13.1761,-71.628834,3487.7
"233","PE",TRUE,"PFTC5","BCB3365",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",3,"leaf_area_cm2",19,NA,NA,-13.1761,-71.628834,3487.7
"234","PE",TRUE,"PFTC5","BGY8223",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"plant_height_cm",26.5,NA,NA,-13.176134,-71.628834,3489
"235","PE",TRUE,"PFTC5","BGY8223",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"leaf_thickness_mm",0.513,NA,NA,-13.176134,-71.628834,3489
"236","PE",TRUE,"PFTC5","BAD9325",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"wet_mass_g",0.0178,NA,NA,-13.176134,-71.628834,3489
"237","PE",TRUE,"PFTC5","BBM4168",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"plant_height_cm",26.5,NA,NA,-13.176134,-71.628834,3489
"238","PE",TRUE,"PFTC5","BBM4168",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"leaf_thickness_mm",0.522,NA,NA,-13.176134,-71.628834,3489
"239","PE",TRUE,"PFTC5","BFQ6881",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"ldmc",0.314285714285714,NA,NA,-13.176134,-71.628834,3489
"240","PE",TRUE,"PFTC5","BKD0586",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,"sla_cm2_g",66.5868263473054,NA,NA,-13.176252,-71.628819,3492.4
"241","PE",TRUE,"PFTC5","BKH2101",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"leaf_area_cm2",0.7406,NA,NA,-13.176252,-71.628819,3492.4
"242","PE",TRUE,"PFTC5","AZI3417",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"ldmc",0.560526315789474,NA,NA,-13.176034,-71.628828,3487.4
"243","PE",TRUE,"PFTC5","AZY4527",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"sla_cm2_g",73.8648648648649,NA,NA,-13.176034,-71.628828,3487.4
"244","PE",TRUE,"PFTC5","BAM2811",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",3,"leaf_area_cm2",3.149,NA,NA,-13.1761,-71.628834,3487.7
"245","PE",TRUE,"PFTC5","BAB2292",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"dry_mass_g",0.0339,NA,NA,-13.176034,-71.628828,3487.4
"246","PE",TRUE,"PFTC5","BKJ0926",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"wet_mass_g",0.0212,NA,NA,-13.176252,-71.628819,3492.4
"247","PE",TRUE,"PFTC5","BBQ7082",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,"sla_cm2_g",66.9623655913979,NA,NA,-13.1761,-71.628834,3487.7
"248","PE",TRUE,"PFTC5","BAK4546",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,"leaf_area_cm2",2.231,NA,NA,-13.1761,-71.628834,3487.7
"249","PE",TRUE,"PFTC5","BBB1123",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,"dry_mass_g",0.00592,NA,NA,-13.1761,-71.628834,3487.7
"250","PE",TRUE,"PFTC5","AIT9407",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",3,"wet_mass_g",0.0312,NA,NA,-13.176195,-71.628844,3490
"251","PE",TRUE,"PFTC5","BKF6789",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"plant_height_cm",24,NA,NA,-13.176252,-71.628819,3492.4
"252","PE",TRUE,"PFTC5","BKF6789",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"leaf_thickness_mm",0.493666666666667,NA,NA,-13.176252,-71.628819,3492.4
"253","PE",TRUE,"PFTC5","AAM1673",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,"wet_mass_g",0.074,NA,NA,-13.176134,-71.628834,3489
"254","PE",TRUE,"PFTC5","BKB2600",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"sla_cm2_g",56.8810916179337,NA,NA,-13.176252,-71.628819,3492.4
"255","PE",TRUE,"PFTC5","BFK0583",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",3,"wet_mass_g",0.2,NA,NA,-13.176252,-71.628819,3492.4
"256","PE",TRUE,"PFTC5","BKC2775",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,"wet_mass_g",0.0236,NA,NA,-13.176252,-71.628819,3492.4
"257","PE",TRUE,"PFTC5","BKG1309",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"ldmc",0.413461538461538,NA,NA,-13.176252,-71.628819,3492.4
"258","PE",TRUE,"PFTC5","AIN6045",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"leaf_area_cm2",0.6658,NA,NA,-13.176195,-71.628844,3490
"259","PE",TRUE,"PFTC5","AIJ5153",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,"wet_mass_g",0.1,NA,NA,-13.176195,-71.628844,3490
"260","PE",TRUE,"PFTC5","BFY7624",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,"leaf_area_cm2",0.607,NA,NA,-13.176134,-71.628834,3489
"261","PE",TRUE,"PFTC5","AAG6831",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,"wet_mass_g",0.076,NA,NA,-13.176195,-71.628844,3490
"262","PE",TRUE,"PFTC5","BAJ5053",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,"wet_mass_g",0.084,NA,NA,-13.1761,-71.628834,3487.7
"263","PE",TRUE,"PFTC5","BBI6535",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",3,"plant_height_cm",30,NA,NA,-13.176034,-71.628828,3487.4
"264","PE",TRUE,"PFTC5","BBI6535",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",3,"leaf_thickness_mm",0.509333333333333,NA,NA,-13.176034,-71.628828,3487.4
"265","PE",TRUE,"PFTC5","ADT1647",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",3,"ldmc",0.425974025974026,NA,NA,-13.1761,-71.628834,3487.7
"266","PE",TRUE,"PFTC5","AAI8954",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,"leaf_area_cm2",2.338,NA,NA,-13.176195,-71.628844,3490
"267","PE",TRUE,"PFTC5","BBO2032",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,"plant_height_cm",31.5,NA,NA,-13.176034,-71.628828,3487.4
"268","PE",TRUE,"PFTC5","BBO2032",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,"leaf_thickness_mm",0.440333333333333,NA,NA,-13.176034,-71.628828,3487.4
"269","PE",TRUE,"PFTC5","BBL1905",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,"ldmc",0.426865671641791,NA,NA,-13.176034,-71.628828,3487.4
"270","PE",TRUE,"PFTC5","BBH6627",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,"sla_cm2_g",60.7216494845361,NA,NA,-13.176034,-71.628828,3487.4
"271","PE",TRUE,"PFTC5","BBE9957",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,"leaf_area_cm2",0.7374,NA,NA,-13.176034,-71.628828,3487.4
"272","PE",TRUE,"PFTC5","ACH3760",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,"sla_cm2_g",126.954314720812,NA,NA,-13.176034,-71.628828,3487.4
"273","PE",TRUE,"PFTC5","ABJ6329",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,"leaf_area_cm2",2.796,NA,NA,-13.176034,-71.628828,3487.4
"274","PE",TRUE,"PFTC5","ABH3333",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,"dry_mass_g",0.015,NA,NA,-13.176134,-71.628834,3489
"275","PE",TRUE,"PFTC5","AUG4202",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,"dry_mass_g",0.039,NA,NA,-13.176134,-71.628834,3489
"276","PE",TRUE,"PFTC5","BAL4822",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"sla_cm2_g",49.7949886104784,NA,NA,-13.1761,-71.628834,3487.7
"277","PE",TRUE,"PFTC5","BGC9326",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,"leaf_area_cm2",0.6016,NA,NA,-13.176134,-71.628834,3489
"278","PE",TRUE,"PFTC5","BAP6673",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"dry_mass_g",0.0396,NA,NA,-13.1761,-71.628834,3487.7
"279","PE",TRUE,"PFTC5","BBP7296",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,"wet_mass_g",0.0308,NA,NA,-13.176034,-71.628828,3487.4
"280","PE",TRUE,"PFTC5","BJY7661",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,"plant_height_cm",25,NA,NA,-13.176252,-71.628819,3492.4
"281","PE",TRUE,"PFTC5","BJY7661",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,"leaf_thickness_mm",0.485,NA,NA,-13.176252,-71.628819,3492.4
"282","PE",TRUE,"PFTC5","BJX5743",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,"ldmc",0.400787401574803,NA,NA,-13.176252,-71.628819,3492.4
"283","PE",TRUE,"PFTC5","BGG6914",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,"sla_cm2_g",64.1965973534972,NA,NA,-13.176134,-71.628834,3489
"284","PE",TRUE,"PFTC5","BAX2075",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"leaf_area_cm2",1.851,NA,NA,-13.1761,-71.628834,3487.7
"285","PE",TRUE,"PFTC5","BAN5621",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,"dry_mass_g",0.0332,NA,NA,-13.1761,-71.628834,3487.7
"286","PE",TRUE,"PFTC5","BJZ0487",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,"plant_height_cm",25,NA,NA,-13.176252,-71.628819,3492.4
"287","PE",TRUE,"PFTC5","BJZ0487",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,"leaf_thickness_mm",0.401666666666667,NA,NA,-13.176252,-71.628819,3492.4
"288","PE",TRUE,"PFTC5","BAT8676",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"ldmc",0.542857142857143,NA,NA,-13.1761,-71.628834,3487.7
"289","PE",TRUE,"PFTC5","ADC3290",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,"wet_mass_g",0.188,NA,NA,-13.1761,-71.628834,3487.7
"290","PE",TRUE,"PFTC5","ADA0944",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,"plant_height_cm",2,NA,NA,-13.176195,-71.628844,3490
"291","PE",TRUE,"PFTC5","ADA0944",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,"leaf_thickness_mm",0.304,NA,NA,-13.176195,-71.628844,3490
"292","PE",TRUE,"PFTC5","AUY8492",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,"wet_mass_g",0.06,NA,NA,-13.176252,-71.628819,3492.4
"293","PE",TRUE,"PFTC5","AAD6680",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,"plant_height_cm",17,NA,NA,-13.176195,-71.628844,3490
"294","PE",TRUE,"PFTC5","AAD6680",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,"leaf_thickness_mm",0.136666666666667,NA,NA,-13.176195,-71.628844,3490
"295","PE",TRUE,"PFTC5","ASX0997",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,"ldmc",0.229411764705882,NA,NA,-13.176034,-71.628828,3487.4
"296","PE",TRUE,"PFTC5","AAY3045",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,"sla_cm2_g",256.106194690266,NA,NA,-13.176134,-71.628834,3489
"297","PE",TRUE,"PFTC5","ASO9797",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,"leaf_area_cm2",4.388,NA,NA,-13.176034,-71.628828,3487.4
"298","PE",TRUE,"PFTC5","AEM7938",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,"dry_mass_g",0.0081,NA,NA,-13.176034,-71.628828,3487.4
"299","PE",TRUE,"PFTC5","ABY2122",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,"wet_mass_g",0.083,NA,NA,-13.176134,-71.628834,3489
"300","PE",TRUE,"PFTC5","AAB6480",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,"plant_height_cm",16,NA,NA,-13.176195,-71.628844,3490
"301","PE",TRUE,"PFTC5","AAB6480",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,"leaf_thickness_mm",0.131,NA,NA,-13.176195,-71.628844,3490
"302","PE",TRUE,"PFTC5","ABW0088",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,"dry_mass_g",0.0094,NA,NA,-13.1761,-71.628834,3487.7
"303","PE",TRUE,"PFTC5","AAS2586",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,"wet_mass_g",0.037,NA,NA,-13.1761,-71.628834,3487.7
"304","PE",TRUE,"PFTC5","AAR1903",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,"plant_height_cm",5.3,NA,NA,-13.1761,-71.628834,3487.7
"305","PE",TRUE,"PFTC5","AAR1903",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,"leaf_thickness_mm",0.299666666666667,NA,NA,-13.1761,-71.628834,3487.7
"306","PE",TRUE,"PFTC5","ACW6576",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"plant_height_cm",8,NA,NA,-13.176195,-71.628844,3490
"307","PE",TRUE,"PFTC5","ACW6576",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"leaf_thickness_mm",0.281,NA,NA,-13.176195,-71.628844,3490
"308","PE",TRUE,"PFTC5","AUH1440",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"ldmc",0.298484848484848,NA,NA,-13.176195,-71.628844,3490
"309","PE",TRUE,"PFTC5","AUO6988",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,"leaf_thickness_mm",0.117333333333333,NA,NA,-13.1761,-71.628834,3487.7
"310","PE",TRUE,"PFTC5","AUP3248",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,"leaf_thickness_mm",0.108333333333333,NA,NA,-13.1761,-71.628834,3487.7
"311","PE",TRUE,"PFTC5","AEY6415",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,"ldmc",0.3,NA,NA,-13.176134,-71.628834,3489
"312","PE",TRUE,"PFTC5","ACP7341",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,"sla_cm2_g",458.031496062992,NA,NA,-13.176034,-71.628828,3487.4
"313","PE",TRUE,"PFTC5","ASN2155",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,"leaf_area_cm2",2.295,NA,NA,-13.1761,-71.628834,3487.7
"314","PE",TRUE,"PFTC5","ABR6458",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,"dry_mass_g",0.0157,NA,NA,-13.176034,-71.628828,3487.4
"315","PE",TRUE,"PFTC5","AVN3202",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",3,"ldmc",0.295698924731183,NA,NA,-13.176134,-71.628834,3489
"316","PE",TRUE,"PFTC5","AEF2999",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"sla_cm2_g",128.790697674419,NA,NA,-13.176134,-71.628834,3489
"317","PE",TRUE,"PFTC5","AEE2202",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"leaf_area_cm2",4.445,NA,NA,-13.176134,-71.628834,3489
"318","PE",TRUE,"PFTC5","ATP1390",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"dry_mass_g",0.0463,NA,NA,-13.176134,-71.628834,3489
"319","PE",TRUE,"PFTC5","ABD7604",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,"ldmc",0.261194029850746,NA,NA,-13.176134,-71.628834,3489
"320","PE",TRUE,"PFTC5","ABC4816",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,"sla_cm2_g",142.119565217391,NA,NA,-13.176134,-71.628834,3489
"321","PE",TRUE,"PFTC5","ACD5747",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,"leaf_area_cm2",2.47,NA,NA,-13.176134,-71.628834,3489
"322","PE",TRUE,"PFTC5","AAJ1133",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,"dry_mass_g",0.0169,NA,NA,-13.176134,-71.628834,3489
"323","PE",TRUE,"PFTC5","ABE9156",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,"wet_mass_g",0.071,NA,NA,-13.176134,-71.628834,3489
"324","PE",TRUE,"PFTC5","AUE9764",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,"plant_height_cm",9.5,NA,NA,-13.176195,-71.628844,3490
"325","PE",TRUE,"PFTC5","AUE9764",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,"leaf_thickness_mm",0.244,NA,NA,-13.176195,-71.628844,3490
"326","PE",TRUE,"PFTC5","ADX3747",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,"ldmc",0.23768115942029,NA,NA,-13.176195,-71.628844,3490
"327","PE",TRUE,"PFTC5","ATF3984",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,"sla_cm2_g",170.840336134454,NA,NA,-13.176195,-71.628844,3490
"328","PE",TRUE,"PFTC5","ADU0043",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,"plant_height_cm",16,NA,NA,-13.176195,-71.628844,3490
"329","PE",TRUE,"PFTC5","ADU0043",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,"leaf_thickness_mm",0.113,NA,NA,-13.176195,-71.628844,3490
"330","PE",TRUE,"PFTC5","ADR7570",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,"ldmc",0.278181818181818,NA,NA,-13.176195,-71.628844,3490
"331","PE",TRUE,"PFTC5","AEN1629",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,"sla_cm2_g",291.333333333333,NA,NA,-13.176034,-71.628828,3487.4
